OBSERVATION.OBSERVATION_ID,OBSERVATION.TARGET,OBSERVATION.RA_NOM,OBSERVATION.DEC_NOM,OBSERVATION.REVOLUTION,OBSERVATION.START_UTC,OBSERVATION.END_UTC,OBSERVATION.DURATION,TARGET_TYPE.DESCRIPTION,PROPOSAL.PI_SURNAME,PROPOSAL.TYPE,OBSERVATION.PROPRIETARY_END_DATE,OBSERVATION.PPS_VERSION,OBSERVATION.COORD_OBS
880031101,HD191610,20 09 25.62,+36 50 22.6,4013,2021-11-07 18:38:38.000,2021-11-07 22:00:18.000,12100,STAR B2V,Naze,Fulfill,2022-11-21 00:00:00.000,19.16_20210326_1200,
880031301,HD43544,06 16 07.68,-16 37 04.8,3999,2021-10-10 18:55:36.000,2021-10-10 23:25:36.000,16200,STAR B2V,Naze,Fulfill,2022-10-27 00:00:00.000,19.16_20210326_1200,
880270201,N4458,12 28 57.79,+13 14 35.0,3947,2021-06-29 02:13:05.000,2021-06-29 07:08:05.000,17700,ELLIPTICAL GALAXY,Kim,GO,2022-07-12 00:00:00.000,19.16_20210326_1200,
880280101,Ophiuchus cluster N,17 12 57.59,-23 11 15.8,3994,2021-09-29 13:13:48.000,2021-10-01 00:33:48.000,127200,CLUSTER OF GALAXIES (NON-ABELL),Gatuzz,GO,2023-03-24 00:00:00.000,19.16_20210326_1200,
880280201,Ophiuchus cluster E,17 11 31.97,-23 21 05.1,3989,2021-09-19 14:11:45.000,2021-09-21 01:13:25.000,126100,CLUSTER OF GALAXIES (NON-ABELL),Gatuzz,GO,2023-03-24 00:00:00.000,19.16_20210326_1200,
880280301,Ophiuchus cluster W,17 13 12.01,-23 21 35.4,3990,2021-09-21 13:45:00.000,2021-09-23 01:01:40.000,127000,CLUSTER OF GALAXIES (NON-ABELL),Gatuzz,GO,2023-03-07 00:00:00.000,19.16_20210326_1200,
880280401,Ophiuchus cluster S,17 11 57.84,-23 35 41.0,3988,2021-09-17 14:17:19.000,2021-09-19 01:20:39.000,126200,CLUSTER OF GALAXIES (NON-ABELL),Gatuzz,GO,2022-10-18 00:00:00.000,19.16_20210326_1200,
880280801,Ophiuchus cluster S,17 11 57.84,-23 35 41.0,3982,2021-09-06 09:35:12.000,2021-09-07 02:13:32.000,59900,CLUSTER OF GALAXIES (NON-ABELL),Gatuzz,GO,2022-10-18 00:00:00.000,19.16_20210326_1200,
880550301,NGC 7469,23 03 15.67,+08 52 25.2,3931,2021-05-27 03:06:19.000,2021-05-27 17:32:59.000,52000,SEYFERT RADIO QUIET TYPE 1,petrucci,GO,2022-06-22 00:00:00.000,19.16_20210326_1200,NOEMA
880550401,NGC 5506,14 13 14.90,-03 12 27.2,3959,2021-07-22 09:32:51.000,2021-07-23 01:51:11.000,58700,SEYFERT RADIO QUIET TYPE 1,petrucci,GO,2022-08-05 00:00:00.000,19.16_20210326_1200,NOEMA
880580201,HD 114981,13 14 40.69,-38 39 06.0,3969,2021-08-11 23:52:27.000,2021-08-12 04:02:27.000,15000,HERBIG AE/BE STAR,Kajava,Fulfill,2022-08-30 00:00:00.000,19.16_20210326_1200,
880580301,HD 98922,11 22 31.70,-53 22 11.0,4036,2021-12-22 06:37:38.000,2021-12-22 10:14:18.000,13000,HERBIG AE/BE STAR,Kajava,Fulfill,2023-01-25 00:00:00.000,19.16_20210326_1200,
880580601,V374 Cep,23 05 07.50,+62 15 36.0,3962,2021-07-28 22:32:10.000,2021-07-29 02:55:30.000,15800,HERBIG AE/BE STAR,Kajava,Fulfill,2022-08-19 00:00:00.000,19.16_20210326_1200,
880620201,epsilon Eridani,03 32 54.39,-09 27 29.3,3967,2021-08-07 02:58:24.000,2021-08-07 05:11:44.000,8000,STAR K2V,Stelzer,GO,2023-01-28 00:00:00.000,19.16_20210326_1200,
880710101,A1631 center,12 53 56.00,-15 18 32.0,3962,2021-07-27 17:39:19.000,2021-07-28 05:02:39.000,41000,CLUSTER OF GALAXIES ABELL CLASS 1 WITH COOLING FLOW,Boehringer,GO,2022-08-19 00:00:00.000,19.16_20210326_1200,
880710201,A1631 North,12 52 53.00,-15 03 10.0,3950,2021-07-04 18:37:25.000,2021-07-05 06:42:25.000,43500,CLUSTER OF GALAXIES ABELL CLASS 1 WITH COOLING FLOW,Boehringer,GO,2022-08-19 00:00:00.000,19.16_20210326_1200,
880710301,A1631 South,12 53 56.00,-15 41 40.0,3948,2021-06-29 18:25:06.000,2021-06-30 05:31:46.000,40000,CLUSTER OF GALAXIES ABELL CLASS 1 WITH COOLING FLOW,Boehringer,GO,2022-07-12 00:00:00.000,19.16_20210326_1200,
880760101,RXCJ1717.1+2931,17 17 06.70,+29 31 22.0,3977,2021-08-27 02:09:52.000,2021-08-27 07:26:32.000,19000,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW,Boehringer,GO,2022-09-27 00:00:00.000,19.16_20210326_1200,Chan
880760201,RXCJ1317.1-3821,13 17 09.59,-38 21 42.5,3961,2021-07-25 17:44:35.000,2021-07-26 00:41:15.000,25000,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW,Boehringer,GO,2022-08-13 00:00:00.000,19.16_20210326_1200,Chan
880810101,RX J0820.9+0752,08 21 02.40,+07 51 47.0,4001,2021-10-13 12:28:32.000,2021-10-14 17:15:12.000,103600,CLUSTER OF GALAXIES ABELL CLASS <0 WITH COOLING FLOW,Fabian,GO,2022-12-20 00:00:00.000,19.16_20210326_1200,
880810201,RX J0820.9+0752,08 21 02.40,+07 51 47.0,4002,2021-10-15 12:16:50.000,2021-10-16 16:51:50.000,102900,CLUSTER OF GALAXIES ABELL CLASS <0 WITH COOLING FLOW,Fabian,GO,2022-12-20 00:00:00.000,19.16_20210326_1200,
880810501,RX J0820.9+0752,08 21 02.40,+07 51 47.0,4005,2021-10-21 11:29:15.000,2021-10-22 05:32:35.000,65000,CLUSTER OF GALAXIES ABELL CLASS <0 WITH COOLING FLOW,Fabian,GO,2022-12-20 00:00:00.000,19.16_20210326_1200,
880860101,WD 1337+705,13 37 38.75,+70 32 20.0,3945,2021-06-25 02:58:36.000,2021-06-25 07:23:36.000,15900,WHITE DWARF D A,Farihi,GO,2022-07-05 00:00:00.000,19.16_20210326_1200,
880860601,GALEX J193156+01174,19 31 56.82,+01 17 43.8,3999,2021-10-10 06:01:14.000,2021-10-10 16:09:34.000,36500,WHITE DWARF D A,Farihi,GO,2022-10-27 00:00:00.000,19.16_20210326_1200,
881070301,S0041,00 25 32.40,-33 02 49.9,4020,2021-11-21 15:16:18.000,2021-11-21 21:02:58.000,20800,EXTENDED GALACTIC OR EXTRAGALACTIC COMPOSITE,Reiprich,Fulfill,2022-12-09 00:00:00.000,19.16_20210326_1200,
881070701,A0077,00 40 27.41,+29 33 33.8,3965,2021-08-03 10:54:26.000,2021-08-03 14:32:46.000,13100,CLUSTER OF GALAXIES ABELL CLASS 1,Reiprich,Fulfill,2022-08-23 00:00:00.000,19.16_20210326_1200,
881070901,S0974,21 47 55.49,-46 00 19.1,4023,2021-11-26 08:34:29.000,2021-11-26 14:07:48.000,19999,CLUSTER OF GALAXIES ABELL CLASS 1,Reiprich,Fulfill,2022-12-21 00:00:00.000,19.16_20210326_1200,
881071201,A2675,23 55 38.30,+11 20 35.8,4029,2021-12-09 14:30:04.000,2021-12-09 19:53:24.000,19400,CLUSTER OF GALAXIES ABELL CLASS 1,Reiprich,Fulfill,2023-01-03 00:00:00.000,19.16_20210326_1200,
881071701,A1069,10 39 44.40,-08 41 01.0,3936,2021-06-07 03:27:08.000,2021-06-07 08:25:28.000,17900,CLUSTER OF GALAXIES ABELL CLASS 1,Reiprich,Fulfill,2022-06-21 00:00:00.000,19.16_20210326_1200,
881071801,A1773,13 42 05.49,+02 13 39.0,4038,2021-12-26 05:49:57.000,2021-12-26 09:26:37.000,13000,CLUSTER OF GALAXIES ABELL CLASS 1,Reiprich,Fulfill,2023-01-17 00:00:00.000,19.16_20210326_1200,
881072701,RBS0238,01 45 16.69,-60 33 54.0,4015,2021-11-11 16:32:59.000,2021-11-11 21:41:19.000,18500,CLUSTER OF GALAXIES (NON-ABELL),Reiprich,Fulfill,2022-11-30 00:00:00.000,19.16_20210326_1200,
881072801,RXCJ1151.6-1619,11 51 38.09,-16 19 14.2,4035,2021-12-20 17:23:00.000,2021-12-20 20:59:40.000,13000,CLUSTER OF GALAXIES (NON-ABELL),Reiprich,Fulfill,2023-01-19 00:00:00.000,19.16_20210326_1200,
881190201,Abell 401 W,02 57 50.80,+13 46 00.2,3976,2021-08-24 15:59:38.000,2021-08-25 02:32:58.000,38000,CLUSTER OF GALAXIES ABELL CLASS >2,Randall,GO,2022-09-27 00:00:00.000,19.16_20210326_1200,
881210101,1E 2216/2215 SE,22 18 50.46,-04 00 12.8,4017,2021-11-14 23:22:15.000,2021-11-15 21:28:55.000,79600,CLUSTER OF GALAXIES (NON-ABELL),Gu,GO,2022-12-09 00:00:00.000,19.16_20210326_1200,
881210201,1E 2216/2215 SE,22 18 50.46,-04 00 12.8,4018,2021-11-16 22:35:16.000,2021-11-17 21:20:16.000,81900,CLUSTER OF GALAXIES (NON-ABELL),Gu,GO,2022-12-09 00:00:00.000,19.16_20210326_1200,
881220101,V1298 Tau,04 05 19.70,+20 09 25.2,3976,2021-08-25 03:09:32.000,2021-08-25 13:42:52.000,38000,STAR K1V,Benatti,GO,2022-09-27 00:00:00.000,19.16_20210326_1200,HST
881230101,NGC 5044 -OFFSET E,13 16 57.30,-16 22 54.9,3961,2021-07-26 01:20:57.000,2021-07-27 01:45:57.000,87900,GROUP OF GALAXIES,Gastaldello,GO,2022-08-18 00:00:00.000,19.16_20210326_1200,
881230201,NGC 5044 -OFFSET N,13 15 30.35,-16 00 43.2,3964,2021-08-01 03:20:04.000,2021-08-02 02:00:04.000,81600,GROUP OF GALAXIES,Gastaldello,GO,2022-08-18 00:00:00.000,19.16_20210326_1200,
881350101,IRAS F11119+3257,11 14 38.90,+32 41 33.3,4016,2021-11-12 09:28:57.000,2021-11-13 17:57:17.000,116900,QSO RADIO QUIET TYPE 1,Lanzuisi,GO,2022-12-20 00:00:00.000,19.16_20210326_1200,NuS
881390101,J0408-6247,04 08 46.07,-62 47 51.3,3946,2021-06-26 00:45:54.000,2021-06-26 07:15:54.000,23400,RADIO GALAXY RADIO LOUD,Sun,GO,2022-07-05 00:00:00.000,19.16_20210326_1200,
881420201,PSR B1259-63,13 02 47.64,-63 50 08.6,3863,2021-01-11 21:35:40.000,2021-01-12 02:52:20.000,19000,X-RAY PULSATOR,Malyshev,GO,2022-02-25 00:00:00.000,18.02_20200221_1200,HESS
881420301,PSR B1259-63,13 02 47.64,-63 50 08.6,3861,2021-01-07 21:01:13.000,2021-01-08 03:23:33.000,22940,X-RAY PULSATOR,Malyshev,GO,2022-02-25 00:00:00.000,18.02_20200221_1200,HESS
881420401,PSR B1259-63,13 02 47.64,-63 50 08.6,3865,2021-01-15 22:07:03.000,2021-01-16 03:40:23.000,20000,X-RAY PULSATOR,Malyshev,GO,2022-02-25 00:00:00.000,18.02_20200221_1200,HESS
881560201,J103206.02+225921.7,10 32 06.03,+22 59 21.8,3939,2021-06-11 19:19:37.000,2021-06-12 03:22:57.000,29000,AGN UNCLASSIFIED,Satyapal,GO,2022-07-09 00:00:00.000,19.16_20210326_1200,
881560301,J114433.54+072643.0,11 44 33.55,+07 26 43.0,3935,2021-06-04 14:22:58.000,2021-06-04 22:09:38.000,28000,AGN UNCLASSIFIED,Satyapal,GO,2022-07-26 00:00:00.000,19.16_20210326_1200,
881560501,J020150.72-004727.,02 01 50.73,-00 47 27.6,3960,2021-07-24 03:39:14.000,2021-07-24 11:28:47.000,28173,AGN UNCLASSIFIED,Satyapal,GO,2022-08-13 00:00:00.000,19.16_20210326_1200,
881560601,J113901.23+312915.5,11 39 01.22,+31 29 15.5,3931,2021-05-26 20:08:12.000,2021-05-27 01:08:12.000,18000,AGN UNCLASSIFIED,Satyapal,GO,2022-06-22 00:00:00.000,19.16_20210326_1200,
881560701,J135844.73+123546.8,13 58 44.73,+12 35 46.9,3945,2021-06-23 19:03:29.000,2021-06-24 00:36:49.000,20000,AGN UNCLASSIFIED,Satyapal,GO,2022-07-05 00:00:00.000,19.16_20210326_1200,
881560901,J120122.30+021108.3,12 01 22.31,+02 11 08.3,3939,2021-06-12 22:31:07.000,2021-06-13 08:14:27.000,35000,AGN UNCLASSIFIED,Satyapal,GO,2022-06-24 00:00:00.000,19.16_20210326_1200,
881630101,1RXSJ231909.9+331544,23 19 09.18,+33 15 39.6,3948,2021-07-01 04:30:18.000,2021-07-01 07:00:18.000,9000,CV,Lopes de Oliveira,Fulfill,2022-07-14 00:00:00.000,19.16_20210326_1200,
881630201,CRTSJ064610.2-410415,06 46 10.27,-41 04 15.4,3982,2021-09-06 05:08:26.000,2021-09-06 07:55:06.000,10000,CV,Lopes de Oliveira,Fulfill,2022-10-01 00:00:00.000,19.16_20210326_1200,
881630301,1RXSJ135915.6-391447,13 59 15.17,-39 14 51.6,3970,2021-08-14 00:02:51.000,2021-08-14 03:51:11.000,13700,CV,Lopes de Oliveira,Fulfill,2022-09-01 00:00:00.000,19.16_20210326_1200,
881650201,MACS J2243.3 field2,22 41 39.72,-09 40 53.1,4024,2021-11-29 09:41:30.000,2021-11-29 20:36:30.000,39300,CLUSTER OF GALAXIES ABELL CLASS >2,Sun,GO,2023-01-03 00:00:00.000,19.16_20210326_1200,
881680201,2MASX J06130705-4926,06 13 07.00,-49 26 19.0,4011,2021-11-03 09:10:28.000,2021-11-03 15:33:48.000,23000,IR GALAXY,Loiseau,Fulfill,2022-11-21 00:00:00.000,19.16_20210326_1200,
881680301,6dFGS gJ065941.1-680,06 59 41.09,-68 09 58.0,3986,2021-09-14 13:22:24.000,2021-09-14 20:15:44.000,24800,IR GALAXY,Loiseau,Fulfill,2022-10-06 00:00:00.000,19.16_20210326_1200,
881680701,6dFGS gJ105819.0-261,10 58 19.00,-26 17 22.0,4034,2021-12-19 00:46:41.000,2021-12-19 07:10:01.000,23000,IR GALAXY,Loiseau,Fulfill,2023-01-17 00:00:00.000,19.16_20210326_1200,
881680901,6dFGS gJ184649.7-392,18 46 49.70,-39 28 29.0,4000,2021-10-12 09:09:35.000,2021-10-12 15:32:55.000,23000,IR GALAXY,Loiseau,Fulfill,2022-11-02 00:00:00.000,19.16_20210326_1200,
881681101,IC 4894,19 46 59.10,-51 50 47.0,4000,2021-10-12 16:08:44.000,2021-10-12 23:33:44.000,26700,IR GALAXY,Loiseau,Fulfill,2022-11-02 00:00:00.000,19.16_20210326_1200,
881760101,3C286,13 31 08.28,+30 30 33.0,4033,2021-12-17 05:40:41.000,2021-12-17 19:24:01.000,49400,QSO RADIO LOUD/STEEP SPECT TYPE 1,Yao,GO,2023-01-17 00:00:00.000,19.16_20210326_1200,
881840201,NGC 5759,14 47 14.85,+13 27 23.2,3973,2021-08-18 23:27:44.000,2021-08-19 03:44:24.000,15400,SEYFERT RADIO QUIET TYPE 2,Silver,GO,2022-09-20 00:00:00.000,19.16_20210326_1200,
881840401,CGCG 1822.3+2053,18 24 26.56,+20 54 09.3,3987,2021-09-16 21:23:06.000,2021-09-17 01:31:26.000,14900,SEYFERT RADIO QUIET TYPE 2,Silver,GO,2022-10-18 00:00:00.000,19.16_20210326_1200,
881840501,2MASX J17253053-4510,17 25 30.52,-45 10 28.2,3996,2021-10-04 20:12:05.000,2021-10-05 00:15:25.000,14600,SEYFERT RADIO QUIET TYPE 2,Silver,GO,2022-10-19 00:00:00.000,19.16_20210326_1200,
881900301,RMJ121917.6+505432.8,12 19 17.59,+50 54 32.8,4032,2021-12-15 11:10:18.000,2021-12-15 19:30:18.000,30000,CLUSTER OF GALAXIES (NON-ABELL),Wittman,GO,2023-01-05 00:00:00.000,19.16_20210326_1200,
881900501,RMJ163509.2+152951.5,16 35 09.19,+15 29 51.5,3978,2021-08-29 21:32:14.000,2021-08-30 02:45:34.000,18800,CLUSTER OF GALAXIES (NON-ABELL),Wittman,GO,2022-09-30 00:00:00.000,19.16_20210326_1200,
881900701,RMJ125725.9+365429.4,12 57 25.89,+36 54 29.4,3934,2021-06-01 20:06:39.000,2021-06-01 23:59:59.000,14000,CLUSTER OF GALAXIES (NON-ABELL),Wittman,GO,2022-06-24 00:00:00.000,19.16_20210326_1200,
881910101,IDCS J1426.5+3508,14 26 32.60,+35 08 25.0,3952,2021-07-07 18:17:06.000,2021-07-08 23:42:06.000,105900,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW,Sarazin,GO,2022-08-09 00:00:00.000,19.16_20210326_1200,
881910201,IDCS J1426.5+3508,14 26 32.60,+35 08 25.0,3954,2021-07-11 18:14:01.000,2021-07-13 00:55:41.000,110500,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW,Sarazin,GO,2022-08-09 00:00:00.000,19.16_20210326_1200,
881960101,PSZ2 G112.54+59.53,13 29 51.43,+56 47 50.5,3929,2021-05-23 23:35:40.000,2021-05-24 09:30:40.000,35700,CLUSTER OF GALAXIES (NON-ABELL),Bartalucci,Fulfill,2022-06-11 00:00:00.000,19.16_20210326_1200,
881990101,SN1965G,12 11 54.00,+24 06 56.0,3930,2021-05-26 02:56:55.000,2021-05-26 09:25:15.000,23300,SUPERNOVA TYPE II,Stroh,GO,2022-06-09 00:00:00.000,19.16_20210326_1200,
882030201,CGRaBS J0630-1323,06 30 53.89,-13 23 34.4,4005,2021-10-22 17:05:48.000,2021-10-22 21:39:08.000,16400,BL LAC RADIO LOUD FLAT RADIO SP,Liodakis,GO,2022-11-11 00:00:00.000,19.16_20210326_1200,
882030501,CGRaBS J1724-1443,17 24 46.95,-14 43 59.8,3993,2021-09-27 13:21:24.000,2021-09-27 19:13:04.000,21100,BL LAC RADIO LOUD FLAT RADIO SP,Liodakis,GO,2022-10-27 00:00:00.000,19.16_20210326_1200,
882030701,CGRaBS J2151+0552,21 51 37.87,+05 52 13.0,4012,2021-11-05 17:49:47.000,2021-11-05 22:08:07.000,15500,BL LAC RADIO LOUD FLAT RADIO SP,Liodakis,GO,2022-11-24 00:00:00.000,19.16_20210326_1200,
882050301,eRASSt J044652.5-655,04 46 52.50,-65 53 53.0,4036,2021-12-23 13:43:18.000,2021-12-23 19:01:27.000,19089,CV NOVA LIKE FAST,Maitra,Target-Opportunity,2023-01-13 00:00:00.000,19.16_20210326_1200,
882060301,RU Lup,15 56 42.29,-37 49 15.9,3969,2021-08-11 06:13:22.000,2021-08-11 17:53:22.000,42000,T TAURI STAR,Schneider,GO,2022-09-27 00:00:00.000,19.16_20210326_1200,HST
882060401,RU Lup,15 56 42.29,-37 49 15.9,3970,2021-08-13 05:33:46.000,2021-08-13 17:13:46.000,42000,T TAURI STAR,Schneider,GO,2022-09-27 00:00:00.000,19.16_20210326_1200,HST
882060501,RU Lup,15 56 42.29,-37 49 15.9,3971,2021-08-15 03:44:55.000,2021-08-15 17:18:15.000,48800,T TAURI STAR,Schneider,GO,2022-09-27 00:00:00.000,19.16_20210326_1200,HST
882060601,RU Lup,15 56 42.29,-37 49 15.9,3972,2021-08-17 04:44:04.000,2021-08-17 16:57:24.000,44000,T TAURI STAR,Schneider,GO,2022-09-27 00:00:00.000,19.16_20210326_1200,HST
882060701,RU Lup,15 56 42.29,-37 49 15.9,3973,2021-08-19 04:45:25.000,2021-08-19 16:25:25.000,42000,T TAURI STAR,Schneider,GO,2022-09-27 00:00:00.000,19.16_20210326_1200,HST
882060801,BP Tau,04 19 15.84,+29 06 26.9,3974,2021-08-20 16:28:29.000,2021-08-21 04:08:29.000,42000,T TAURI STAR,Schneider,GO,2022-10-01 00:00:00.000,19.16_20210326_1200,HST
882060901,BP Tau,04 19 15.84,+29 06 26.9,3975,2021-08-22 16:15:53.000,2021-08-23 05:02:33.000,46000,T TAURI STAR,Schneider,GO,2022-10-01 00:00:00.000,19.16_20210326_1200,HST
882061001,BP Tau,04 19 15.84,+29 06 26.9,3981,2021-09-03 15:23:45.000,2021-09-04 03:53:38.000,44993,T TAURI STAR,Schneider,GO,2022-10-01 00:00:00.000,19.16_20210326_1200,HST
882061101,BP Tau,04 19 15.84,+29 06 26.9,3982,2021-09-05 15:21:15.000,2021-09-06 03:51:14.000,44999,T TAURI STAR,Schneider,GO,2022-10-01 00:00:00.000,19.16_20210326_1200,HST
882061201,BP Tau,04 19 15.84,+29 06 26.9,3983,2021-09-07 15:12:41.000,2021-09-08 03:59:21.000,46000,T TAURI STAR,Schneider,GO,2022-10-01 00:00:00.000,19.16_20210326_1200,HST
882110401,Jupiter,22 07 07.29,-12 25 33.0,3923,2021-05-10 21:50:00.000,2021-05-12 09:11:15.000,127275,PLANET JUPITER,Wibisono,GO,2022-06-18 00:00:00.000,19.16_20210326_1200,Juno
882110431,Jupiter,22 07 07.41,-12 25 33.2,3923,2021-05-10 22:04:29.000,2021-05-11 07:07:37.000,32588,UNDEFINED,Wibisono,GO,2022-06-18 00:00:00.000,21.23_20231215_1101,Juno
882110432,Jupiter,22 07 17.70,-12 24 38.5,3923,2021-05-11 07:15:09.000,2021-05-11 15:49:25.000,30856,UNDEFINED,Wibisono,GO,2022-06-18 00:00:00.000,21.23_20231215_1101,Juno
882110433,Jupiter,22 07 27.84,-12 23 51.8,3923,2021-05-11 15:56:57.000,2021-05-12 00:31:14.000,30857,UNDEFINED,Wibisono,GO,2022-06-18 00:00:00.000,21.23_20231215_1101,Juno
882110434,Jupiter,22 07 37.41,-12 23 11.8,3923,2021-05-12 00:38:46.000,2021-05-12 09:12:36.000,30830,UNDEFINED,Wibisono,GO,2022-06-18 00:00:00.000,21.23_20231215_1101,Juno
882110501,Jupiter,22 14 54.32,-11 48 32.9,3934,2021-06-02 10:42:47.000,2021-06-03 08:46:19.000,79412,PLANET JUPITER,Wibisono,GO,2022-06-18 00:00:00.000,19.16_20210326_1200,Juno
882110601,Jupiter,22 15 56.80,-11 44 16.5,3937,2021-06-07 20:08:49.000,2021-06-09 08:27:09.000,130700,PLANET JUPITER,Wibisono,GO,2022-06-18 00:00:00.000,19.16_20210326_1200,Juno
882160401,GJ 358,09 39 45.35,-41 03 55.4,3927,2021-05-20 01:31:38.000,2021-05-20 09:49:58.000,29900,STAR M3V,Wargelin,GO,2022-11-30 00:00:00.000,19.16_20210326_1200,
882160501,HD 20630,03 19 22.08,+03 22 14.8,3959,2021-07-22 02:28:11.000,2021-07-22 07:11:31.000,17000,STAR G5V,Wargelin,GO,2022-08-13 00:00:00.000,19.16_20210326_1200,
882160601,GJ 358,09 39 45.35,-41 03 55.4,4015,2021-11-11 09:43:23.000,2021-11-11 15:23:23.000,20400,STAR M3V,Wargelin,GO,2022-11-30 00:00:00.000,19.16_20210326_1200,
882260101,SDSS J143359+400636,14 33 59.16,+40 06 36.0,3962,2021-07-28 06:09:06.000,2021-07-28 21:20:46.000,54700,SUPERMASSIVE BLACK HOLE,Brightman,GO,2022-08-30 00:00:00.000,19.16_20210326_1200,
882340601,Mrk 817,14 36 22.07,+58 47 39.4,3912,2021-04-18 22:17:01.000,2021-04-20 11:45:21.000,134900,SEYFERT RADIO QUIET TYPE 1,Kara,GO,2022-11-15 00:00:00.000,19.16_20210326_1200,"HST, NuS"
882340701,Mrk 817,14 36 22.07,+58 47 39.4,3957,2021-07-17 18:11:06.000,2021-07-19 02:47:46.000,117400,SEYFERT RADIO QUIET TYPE 1,Kara,GO,2022-11-15 00:00:00.000,19.16_20210326_1200,"Chan, NuS"
882340801,Mrk 817,14 36 22.07,+58 47 39.4,4008,2021-10-27 11:29:46.000,2021-10-28 22:41:26.000,126700,SEYFERT RADIO QUIET TYPE 1,Kara,GO,2022-11-15 00:00:00.000,19.16_20210326_1200,"HST, NuS"
882400101,SN 2018bsz,16 09 39.10,-32 03 45.6,3978,2021-08-29 12:48:35.000,2021-08-29 20:35:15.000,28000,SUPERNOVA TYPE I,Alp,GO,2022-09-30 00:00:00.000,19.16_20210326_1200,
882470101,4FGL J1219.0+3653,12 19 15.40,+36 57 18.5,4030,2021-12-11 03:16:28.000,2021-12-11 19:21:28.000,57900,BL LAC RADIO LOUD/FLAT SPECT FLAT RADIO SP,Paliya,GO,2023-01-03 00:00:00.000,19.16_20210326_1200,
882560201,W50N-F2,19 11 17.99,+05 20 09.6,3998,2021-10-08 11:22:38.000,2021-10-08 23:59:18.000,45400,SNR SHELL TYPE II,Zhou,GO,2022-10-27 00:00:00.000,19.16_20210326_1200,
882590101,ZTF21aanxhjv,03 07 47.81,+40 18 40.8,3965,2021-08-04 01:46:14.000,2021-08-04 04:34:34.000,10100,SUPERMASSIVE BLACK HOLE,Gezari,Target-Opportunity,2022-08-10 00:00:00.000,19.16_20210326_1200,
882640301,T CrB,15 59 30.15,+25 55 12.6,3975,2021-08-23 09:20:44.000,2021-08-24 03:07:24.000,64000,SYMBIOTIC STAR,Mukai,GO,2023-08-22 00:00:00.000,19.16_20210326_1200,HST
882650101,PKS0405-123,04 07 48.43,-12 11 36.6,3980,2021-09-01 15:26:03.000,2021-09-03 02:29:23.000,126200,SEYFERT RADIO LOUD,Bogdan,GO,2023-03-31 00:00:00.000,19.16_20210326_1200,
882720101,PJ011646,01 16 46.76,-24 37 01.9,4038,2021-12-26 20:29:39.000,2021-12-27 18:41:19.000,79900,STARBURST GALAXY MIXED STEEP RADIO SP,Wang,GO,2023-01-28 00:00:00.000,19.16_20210326_1200,
882720201,PJ105322,10 53 22.62,+60 51 47.1,4010,2021-10-31 10:18:28.000,2021-11-01 01:18:28.000,54000,STARBURST GALAXY,Wang,GO,2022-12-29 00:00:00.000,19.16_20210326_1200,
882720301,PJ133634,13 36 34.93,+49 13 13.6,3928,2021-05-20 20:17:20.000,2021-05-21 20:44:00.000,88000,STARBURST GALAXY,Wang,GO,2022-07-14 00:00:00.000,19.16_20210326_1200,
882720501,PJ105322,10 53 22.62,+60 51 47.1,4024,2021-11-28 08:21:51.000,2021-11-28 23:55:11.000,56000,STARBURST GALAXY,Wang,GO,2022-12-29 00:00:00.000,19.16_20210326_1200,
882720601,PJ133634,13 36 34.93,+49 13 13.6,3949,2021-07-02 05:18:43.000,2021-07-03 06:50:23.000,91900,STARBURST GALAXY,Wang,GO,2022-07-14 00:00:00.000,19.16_20210326_1200,
882720701,PJ105322,10 53 22.62,+60 51 47.1,4025,2021-11-30 08:13:40.000,2021-11-30 23:47:00.000,56000,STARBURST GALAXY,Wang,GO,2022-12-29 00:00:00.000,19.16_20210326_1200,
882720901,PJ105322,10 53 22.62,+60 51 47.1,4026,2021-12-02 07:15:02.000,2021-12-02 23:05:02.000,57000,STARBURST GALAXY,Wang,GO,2022-12-29 00:00:00.000,19.16_20210326_1200,
882810101,Abell 3936,22 53 42.68,-34 55 49.4,4017,2021-11-14 09:15:37.000,2021-11-14 22:35:37.000,48000,CLUSTER OF GALAXIES ABELL CLASS 2,Stroe,GO,2022-12-09 00:00:00.000,19.16_20210326_1200,
882870101,HD 63433,07 49 55.06,+27 21 47.5,3900,2021-03-26 19:59:12.000,2021-03-26 21:55:52.000,7000,STAR G5IV,Zhang,GO,2022-04-30 00:00:00.000,19.16_20210326_1200,
882870201,HD 73583,08 38 45.25,-13 15 24.1,3913,2021-04-21 06:54:44.000,2021-04-21 10:46:24.000,13900,STAR K4V,Zhang,GO,2022-05-20 00:00:00.000,19.16_20210326_1200,
882870501,HD 283636,04 23 55.12,+27 49 21.2,3975,2021-08-23 05:35:05.000,2021-08-23 07:31:45.000,7000,STAR K5V,Zhang,GO,2022-09-20 00:00:00.000,19.16_20210326_1200,
882870601,TOI 942,05 06 35.88,-20 14 44.1,3973,2021-08-20 00:46:45.000,2021-08-20 03:25:05.000,9500,STAR K2V,Zhang,GO,2022-08-31 00:00:00.000,19.16_20210326_1200,
